schooltype,school_name,name,skucode,color,price,maxprice,uniform_desc
Junior,Woodseats Primary,Bookbag,BB03,NB,4.5,0,
Junior,Woodthorpe C of E Primary,Sweatshirt (With Logo),3SR,NB,8.5,0,
Junior,Woodthorpe C of E Primary,Polo Shirt (With Logo),3PP,NB,6.75,0,
Junior,Woodthorpe C of E Primary,Cardigan (With Logo),3SC,NB,9,0,
Junior,Woodthorpe C of E Primary,Fleece (With Logo),3JP,NB,16,0,
Junior,Woodthorpe C of E Primary,Waterproof Fleece (NON REVERSIBLE),3JM,NB,23,0,
Junior,Woodthorpe C of E Primary,Bookbag,BB03,NB,4.5,0,
Junior,Woodthorpe Community Primary,Sweatshirt (With Logo),3SR,NB,8.5,0,
Junior,Woodthorpe Community Primary,Polo Shirt (With Logo),3PP,NB,6.75,0,
Junior,Woodthorpe Community Primary,Cardigan (With Logo),3SC,NB,9,0,
Junior,Woodthorpe Community Primary,Fleece (With Logo),3JP,NB,16,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Woodthorpe Community Primary,Waterproof Fleece (NON REVERSIBLE),3JM,NB,23,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Woodthorpe Community Primary,Bookbag,BB03,NB,4.5,0,
Senior,Tapton,Honeycomb Shorts,1BU,NB,7.5,0,
Junior,Brinsworth Howarth Primary,Cardigan (With Logo),3SC,JD,9,0,
Junior,Brinsworth Howarth Primary,Sweatshirt (With Logo),3SR,JD,8.5,0,
Senior,All Saints Catholic High School,Polo Shirt,3PP,SB,6.75,10,
Junior,Broom Valley Community School,Polo Shirt (With Logo),3PP,WHT,6.75,0,
Junior,Broom Valley Community School,Waterproof Fleece (NON REVERSIBLE),3JM,DR,23,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Polo Shirt,3PP,RD,6.75,10,
Senior,Aston Academy,PE Hoodie,18500,RD,12,14,
Senior,Aston Academy,Blazer - Boys (With Logo),1UA,BK,25,30,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Blazer - Girls (With Logo),1UJ,BK,25,30,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Listerdale Junior Academy,ACET Gold Stripe Jumper,ACET,GD,14,18.5,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Football Socks,KFS,BK,5,5.5,
Senior,Aston Academy,Shadow Stripe Shorts,3BS,BK,2.5,6,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Clip on Tie,CTIE,ASTON,6.5,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Basic Tie,BTIE,ASTON,5.5,0,
Senior,Brinsworth Comprehensive,Football Socks,KFS,NB,5,5.5,
Senior,Brinsworth Comprehensive,Polo Shirt,G920,NB-SB-WHT,14,17,
Senior,Brinsworth Comprehensive,Girls Polo Shirt,G925,NB-SB-WHT,14,17,
Senior,Brinsworth Comprehensive,Falcon Rugby Shirt,R200,NB-SB-WHT,23,28,
Senior,Brinsworth Comprehensive,Honeycomb Shorts,1BU,BK,7.5,0,
Senior,Clifton Comprehensive,PE Hoodie,18500,BY,12,14,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Clifton Comprehensive,Gildan T-Shirt,5000,BY,4.5,0,
Senior,Clifton Comprehensive,Football Socks,KFS,BK,5,5.5,
Senior,Clifton Comprehensive,Pinders Acrylic Cardigan (with stripe),PACS,BK-BY-Clifton,15,21.5,
Junior,Aughton Junior Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Clifton Comprehensive,Pinders Acrylic Jumper (with stripe),PAJS,BK-BY-Clifton,14,20.5,
Senior,Clifton Comprehensive,Clip on Tie with logo,LTIE,BK-BY,7,0,
Senior,Eckington Comprehensive,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Eckington Comprehensive,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Eckington Comprehensive,PE Hoodie,18500,RY,12,14,
Senior,Eckington Comprehensive,Polo Shirt,3PP,DR,6.75,10,
Senior,Eckington Comprehensive,Football Socks,KFS,RY,5,5.5,
Category,Doc & Bags,Jungle Camp Premium Gymsac,BG10,JC,3.25,0,
Senior,Eckington Comprehensive,Clip on Tie,CTIE,ECK,6.5,0,
Junior,St Andrews - Dronfield,Classic Bookbag,QD456,RY,4.5,0,
Senior,Wath Academy,Spirit Hoodie,B550,MRN-BK-GD,14.8,20,
Senior,Fir Vale,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Fir Vale,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Fir Vale,Basic Tie,BTIE,FIRVALE-BK,5.5,0,
Senior,Fir Vale,Basic Tie,BTIE,FIRVALE,5.5,0,
Senior,Fir Vale,Basic Tie,BTIE,FIRVALE-PU,5.5,0,
Senior,Forge Valley,PE Hoodie,18500,NB,12,14,
Senior,Forge Valley,PE T-Shirt (With Logo),3TC,DR,4.5,0,
Junior,Swallownest Primary School,Polo Shirt (With Logo),3PP,WHT,6.75,0,
Junior,St Ann's Stocksbridge,Bluemax Hoodie,3SH,BY,15,0,
Senior,Forge Valley,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Forge Valley,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Forge Valley,Clip on Tie,CTIE,FORGE,6.5,0,
Senior,Gainsborough Academy,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Gainsborough Academy,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,King Ecgbert,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK-KEcgbert,16,0,
Senior,Gainsborough Academy,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK-Gainborough,16,0,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Gainsborough Academy,Encore Hoodie,ZR40,BK-PU-Gainsborough,10,0,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Gainsborough Academy,PE Falcon Girls Leggings,ZR38,BK,15.5,24.5,
Senior,Gainsborough Academy,PE Encore Training Trousers,ZR35,BK,18,25,
Senior,Gainsborough Academy,Clip on Tie with logo,LTIE,GAINS,7,0,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Handsworth Grange,PE Hoodie,18500,NB,12,14,
Senior,Handsworth Grange,Polo Shirt,3PP,DR,6.75,10,
Senior,Handsworth Grange,Football Socks,KFS,RY,5,5.5,
Senior,Handsworth Grange,Football Socks,KFS,NB,5,5.5,
Senior,Handsworth Grange,Honeycomb Shorts,1BU,NB,7.5,0,
Senior,Handsworth Grange,Blazer - Boys (With Logo),1UA,BK,25,30,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Handsworth Grange,Blazer - Girls (With Logo),1UJ,BK,25,30,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Wickersley School & Sports College,Encore Hoodie,ZR40,BK-YW-WHT,10,10,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Handsworth Grange,Basic Tie,BTIE,HANDS,5.5,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,V Neck Sweatshirt,3SV,BK,15.5,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,Polo Shirt,3PP,RD,6.75,10,
Senior,King Ecgbert,Polo Shirt,3PP,BK,6.75,10,
Senior,King Ecgbert,Polo Shirt,3PP,WHT,6.75,10,
Senior,King Ecgbert,Sweatshirt,3SR,BK,8.5,13,
Senior,Bradfield School,Blazer - Girls (With Logo),1UJ,BK,25,30,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,Fleece,3JP,BK,23,23,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Oasis Academy Watermead,Fleece (With Logo),3JP,NB,16,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,Gildan Zip Hoodie (Adults),18600,BK,22,0,
Senior,King Ecgbert,Long Sleeve Polo,63310,BK,15,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,Long Sleeve Polo,63310,WHT,15,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,King Ecgbert,Long Sleeve Polo,63310,RD,15,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Maltby Academy,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Maltby Academy,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Maltby Academy,Pinders Acrylic Jumper (with stripe),PAJS,BK-TL-Maltby,14,20.5,
Senior,Maltby Academy,Polo Shirt,G920,BK-TQ-Maltby,14,17,
Senior,Maltby Academy,Drawstring Bag,QD71,BK-Maltby,7,0,
Senior,Maltby Academy,Maltby Hoodie,B950,BK-TQ-Maltby,16.5,22.5,
Senior,Maltby Academy,PE Falcon Girls Leggings,ZR38,BK,15.5,24.5,
Senior,Maltby Academy,PE Encore Training Trousers,ZR35,BK,18,25,
Senior,Stocksbridge High School,Encore Hoodie,ZR40,BK-BY-SHS,22.5,29,
Senior,Maltby Academy,Rucksack,SH5363,BK-Maltby,22,0,
Senior,Stocksbridge High School,Honeycomb Shorts,1BU,BK,7.5,0,
Senior,Maltby Academy,Portfolio Case,SH1172,BK-Maltby,16,0,
Senior,Maltby Academy,Slipover,1WZ,BK,15,0,
Senior,Maltby Academy,Rugby Shirt,R151,BK-TQ-Maltby,18.5,22.5,
Senior,Maltby Academy,Clip on Tie,CTIE,BEDE,6.5,0,
Senior,Maltby Academy,Clip on Tie,CTIE,BARTS,6.5,0,
Senior,Maltby Academy,Clip on Tie,CTIE,YORK,6.5,0,
Senior,Maltby Academy,Clip on Tie,CTIE,ROLES,6.5,0,
Senior,Newfield School,Polo Shirt,3PP,BK,6.75,10,
Senior,Newfield School,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK,16,0,
Senior,Newfield School,100% Cotton Cardigan (With Logo).,PTHINC,BK,17.5,20,
Senior,Newfield School,Blazer - Boys (With Logo),1UA,BY,25,30,
Senior,Newfield School,Blazer - Girls (With Logo),1UJ,BY,25,30,
Junior,Gleadless Primary,Polo Shirt (With Logo),3PP,GD,6.75,0,
Senior,Newfield School,Gildan T-Shirt,5000,BY,4.5,0,
Senior,Oakwood High,PE Hoodie,18500,BK,12,14,
Senior,Oakwood High,Shadow Stripe Shorts,3BS,BK,2.5,6,
Senior,Oakwood High,Football Socks,KFS,RY,5,5.5,
Senior,Oakwood High,Pinders Acrylic Jumper,PAJ,GY,14,20.5,
Senior,Oakwood High,Pinders Acrylic Cardigan ,PAC,GY,15,21.5,
Senior,Oakwood High,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Oakwood High,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Oakwood High,Victory Polo,3PJ,NB,10,0,
Senior,Oakwood High,Challenge Polo,3PI,NB,10,0,
Senior,Sheffield Park Academy,PE Hoodie,18500,BK,12,14,
Senior,Sheffield Park Academy,Polo Shirt,3PP,DR,6.75,10,
Senior,Sheffield Park Academy,Football Socks,KFS,BK,5,5.5,
Senior,Winterhill,Encore Hoodie,ZR40,BK-PU-WHILL,22.5,29,
Senior,Sheffield Park Academy,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Sheffield Park Academy,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Sheffield Park Academy,Clip on Tie,CTIE,PARK,6.5,0,
Senior,Rawmarsh Community School,Pinders Acrylic Jumper (with stripe),PAJS,BK-WHT-RCS,14,20.5,
Senior,Rawmarsh Community School,Pinders Acrylic Cardigan (with stripe),PACS,BK-WHT-RCS,15,21.5,
Senior,Rawmarsh Community School,Spirit Shorts,P231,BK-WHT-GD-RCS,11,13.5,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Rawmarsh Community School,Spirit 1/4 Zip Top,B250,BK-WHT-GD-RCS,10,10,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Wingfield,Falcon Girls Leggings (With logo),ZR38,BK,17,26.5,
Senior,Rawmarsh Community School,Clip on Tie with logo,LTIE,RAWM,7,0,
Senior,Sir Thomas Wharton,Blazer - Boys (With Logo),1UA,BK,22,28,
Senior,Sir Thomas Wharton,Blazer - Girls (With Logo),1UJ,BK,22,28,
Senior,Sir Thomas Wharton,Girls Polo Shirt,G925,BK-SB-STW,11.2,13.6,
Senior,Sir Thomas Wharton,Polo Shirt,G920,BK-SB-STW,11.2,13.6,
Senior,Sir Thomas Wharton,Rucksack,SH5363,BK,22,0,
Senior,Maltby Academy,Honeycomb Shorts (with Logo),1BU,BK-WL,8.5,0,
Senior,Sir Thomas Wharton,PE Falcon Girls Leggings,ZR38,BK,15.5,24.5,
Senior,Sir Thomas Wharton,PE Encore Training Trousers,ZR35,BK,18,25,
Senior,Sir Thomas Wharton,Pinders Acrylic Cardigan ,PAC,BK,15,21.5,
Senior,Sir Thomas Wharton,Pinders Acrylic Jumper,PAJ,BK,14,20.5,
Senior,Sir Thomas Wharton,Drawstring Bag,QD71,BK,7,0,
Senior,Sir Thomas Wharton,Clip on Tie,CTIE,CUS,5.5,0,
Senior,Sir Thomas Wharton,Clip on Tie,CTIE,CHATS,5.5,0,
Senior,Sir Thomas Wharton,Clip on Tie,CTIE,WENT,5.5,0,
Senior,Sir Thomas Wharton,Clip on Tie,CTIE,BRODS,5.5,0,
Senior,Sheffield Springs Academy,Blazer - Boys (With Logo),1UA,NB,25,30,
Senior,Sheffield Springs Academy,Blazer - Girls (With Logo),1UJ,NB,25,30,
Senior,Wales High School,Spirit 1/4 Zip Top,B250,WHT-BK-BK,18.5,25,
Junior,Trinity Croft C of E,Sweatshirt (With Logo),3SR,JD,8.5,0,
Senior,Sheffield Springs Academy,Basic Tie,BTIE,SPRINGS,5.5,0,
Senior,Sheffield Springs Academy,Clip on Tie,CTIE,SPRINGS,6.5,0,
Senior,Springwell Community College,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Springwell Community College,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Springwell Community College,Clip on Tie,CTIE,SPRINGW,6.5,0,
Senior,St Bernards Catholic High School,Polo Shirt,3PP,WHT,6.75,10,
Senior,St Bernards Catholic High School,Football Socks,KFS,BK,5,5.5,
Senior,St Bernards Catholic High School,Honeycomb Shorts,1BU,BK,7.5,0,
Senior,St Bernards Catholic High School,Holdall,QS70,BK-RD,18,0,
Senior,St Bernards Catholic High School,Pinders Acrylic Jumper,PAJ,BK,14,20.5,
Senior,St Bernards Catholic High School,Spirit 1/4 Zip Top,B250,BK-RD,18.5,25,
Senior,St Bernards Catholic High School,Velcro Tie,VTIE,ROCHE,9,0,
Senior,St Bernards Catholic High School,Velcro Tie,VTIE,KIRK,9,0,
Senior,St Bernards Catholic High School,Velcro Tie,VTIE,RIEV,9,0,
Senior,St Bernards Catholic High School,Velcro Tie,VTIE,FOUNT,9,0,
Senior,St Pius Catholic High School,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,St Pius Catholic High School,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,St Pius Catholic High School,Football Socks,KFS,NB,5,5.5,
Senior,St Pius Catholic High School,Spirit Shorts,P231,NB-AM-WHT-PIUS,11,13.5,
Senior,Rawmarsh Community School,Spirit Hoodie,B550,BK-WHT-GD-RCS,10,10,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,St Pius Catholic High School,Spirit 1/4 Zip Top,B250,NB-AM-WHT-PIUS,18.5,25,
Senior,St Pius Catholic High School,Clip on Tie,CTIE,PIUS,6.5,0,
Senior,St Bernards Catholic High School,Polo Shirt,3PP,WHT,6.75,10,
Senior,Stocksbridge High School,GIRLS SLIM FIT HIGH RISE TROUSERS,OBGTH,BK,14,0,
Senior,Sheffield Springs Academy,Honeycomb Shorts,1BU,NB,7.5,0,
Senior,Stocksbridge High School,Clip on Tie,CTIE,STOCKSBREAR,6.5,0,
Senior,Tapton,Sweatshirt,3SR,BK,8.5,13,
Senior,Tapton,Polo Shirt,3PP,BK,6.75,10,
Senior,Tapton,Polo Shirt,3PP,WHT,6.75,10,
Senior,Winterhill,Encore Shorts,ZR50,BK-PU-WHILL,12,14,
Senior,Tapton,PE Hoodie,18500,RY,12,14,
Junior,Wharncliffe Side Primary School,Sweatshirt (With Logo),3SR,NB,8.5,0,
Senior,Tapton,Football Socks,KFS,SB,5,5.5,
Senior,Winterhill,Encore T-Shirt,ZR10,BK-PU-WHILL,14.5,17,
Senior,Thrybergh School & Sports College,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK,16,0,
Senior,Thrybergh School & Sports College,100% Cotton Cardigan (With Logo).,PTHINC,BK,17.5,20,
Senior,Thrybergh School & Sports College,PE Hoodie,18500,BK,12,14,
Senior,Thrybergh School & Sports College,Encore Unisex Polo,ZR20,BK-PUR,16.5,10,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Thrybergh School & Sports College,Football Socks,KFS,BK,5,5.5,
Senior,Thrybergh School & Sports College,Shadow Stripe Shorts,3BS,BK,2.5,6,
Senior,Thrybergh School & Sports College,Clip on Tie,CTIE,THRY,6.5,0,
Senior,Wales High School,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Wales High School,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Wales High School,Honeycomb Shorts,1BU,BK,7.5,0,
Senior,Sheffield Springs Academy,Spirit Unisex Polo,G920,NB-SB,14,17,
Senior,Wales High School,Football Socks,KFS,BK,5,5.5,
Senior,Wales High School,PE Encore Training Trousers,ZR35,BK,18,25,
Senior,Wales High School,PE Falcon Girls Leggings,ZR38,BK,15.5,24.5,
Senior,Wales High School,Apron,AP,WHT,8,0,
Senior,Wales High School,Clip on Tie,CTIE,WALES,6.5,0,
Senior,Wales High School,Clip on Tie with logo,LTIE,WALES,7,0,
Senior,Whittington Green,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK,16,0,
Junior,Temple Normanton,Waterproof Fleece (NON REVERSIBLE),3JM,BK,23,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Temple Normanton,Polo Shirt (With Logo),3PP,SB,5.75,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Whittington Green,Shadow Stripe Shorts,3BS,BK,2.5,6,
Senior,Whittington Green,PE Hoodie,18500,BK,12,14,
Senior,Whittington Green,Football Socks,KFS,BK,5,5.5,
Senior,Whittington Green,Blazer - Boys (With Logo),1UA,BK,25,30,
Senior,Whittington Green,Blazer - Girls (With Logo),1UJ,BK,25,30,
Senior,Whittington Green,Clip on Tie,CTIE,WHITT,6.5,0,
Senior,Wickersley School & Sports College,V Neck Sweatshirt,3SV,BT,15.5,0,
Senior,Wickersley School & Sports College,50/50 Cardigan,1WQ,BT,24,0,
Senior,Wickersley School & Sports College,Football Socks,KFS,BK,5,5.5,
Senior,Wickersley School & Sports College,Clip on Tie with logo,LTIE,WICK,7,0,
Senior,Wingfield,100% Cotton Knitted V Neck Jumper (With Logo).,PTHINJ,BK,16,0,
Senior,Wingfield,100% Cotton Cardigan (With Logo).,PTHINC,BK,17.5,20,
Senior,Wingfield,Clip on Tie,CTIE,WING,6.5,0,
Senior,Winterhill,100% Cotton Cardigan (With Logo).,PTHINC,BK,17.5,20,
Senior,Westfield School,PE Hoodie,18500,BK,12,14,
Senior,Westfield School,Honeycomb Shorts,1BU,BK,7.5,0,
Senior,Winterhill,Clip on Tie,CTIE,WINT,6.5,0,
Junior,Wharncliffe Side Primary School,Sweatshirt (With Logo),3SR,JD,8.5,0,
Junior,Wharncliffe Side Primary School,Cardigan (With Logo),3SC,NB,9,0,
Junior,Wharncliffe Side Primary School,Cardigan (With Logo),3SC,JD,9,0,
Junior,Wharncliffe Side Primary School,Polo Shirt (With Logo),3PP,JD,6.75,0,
Junior,Wharncliffe Side Primary School,Fleece (With Logo),3JP,NB,16,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Wharncliffe Side Primary School,Waterproof Fleece (NON REVERSIBLE),3JM,NB,23,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Wharncliffe Side Primary School,Bookbag,BB03,NB,4.5,0,
Junior,Wharncliffe Side Primary School,Bookbag,BB03,JD,4.5,0,
Junior,Greasbrough Primary,Polo Shirt (With Logo),3PP,JD,6.75,0,
Junior,Wharncliffe Side Primary School,Document Case,DC01,NB,9,0,
Junior,Wharncliffe Side Primary School,Document Case,DC01,JD,9,0,
Junior,Wharncliffe Side Primary School,Honeycomb Shorts,1BU,BK,7.5,0,
Junior,Ecclesfield Primary,Polo Shirt (With Logo),3PP,NB,6.75,0,
Junior,Milton Special,Sweatshirt,3SR,BK,8.5,13,
Senior,Oakwood High,Clip on Tie,CTIE,BOSTON,6.5,0,
Senior,Oakwood High,Clip on Tie,CTIE,WENTWORTH,6.5,0,
Senior,Oakwood High,Clip on Tie,CTIE,KEPPEL,6.5,0,
Senior,Oakwood High,Clip on Tie,CTIE,HOOBER,6.5,0,
Junior,Peafield Lane Academy,Clip on Tie,CTIE,BT,6.5,0,
Junior,Peafield Lane Academy,Clip on Tie,CTIE,BT,6.5,0,
Senior,Stocksbridge High School,Clip on Tie,CTIE,STOCKSBESS,6.5,0,
Senior,Stocksbridge High School,Clip on Tie,CTIE,STOCKSFOX,6.5,0,
Senior,Stocksbridge High School,Clip on Tie,CTIE,STOCKSHUNT,6.5,0,<b style=color:#ff0000;>NEW YEAR 7'S (INTAKE 2025) ONLY.<b/>
Junior,Listerdale Junior Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Aston Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,
Junior,Thurcroft Junior Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Springwood Junior Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Lowedges Junior Academy,Rugby Shirt,ACETR,RUGBY,8.5,19,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,High Hazels Academy,Clip on Tie,CTIE,HH,6.5,0,
Senior,Gainsborough Academy,Honeycomb Shorts (with Logo),1BU,BK-Gainborough,3,0,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Gainsborough Academy,Encore T-Shirt,ZR10,BK-PU-Gainsborough,10,0,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED time OFFER <b>Only 30/32 Size available</b> , ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Maltby Academy,Girls Polo Shirt,G925,BK-TQ-Maltby,14,17,
Senior,Sir Thomas Wharton,Spirit Hoodie,B550,BK-SB-STW,14.8,20,
Senior,Stocksbridge High School,Encore T-Shirt,ZR10,BK-BY-SHS,14.5,17,
Senior,Handsworth Grange,Pinders Acrylic Jumper,PAJ,GY-HG,14,20.5,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Senior,Wickersley School & Sports College,T-Shirt,JC001,BK,5,7,
Senior,Wickersley School & Sports College,GCSE T-Shirt,JC003,BK-GD,5,0,
Senior,St Pius Catholic High School,Spirit Unisex Polo,G920,NB-AM-WHT-PIUS,14,17,
Senior,Rawmarsh Community School,Polo Shirt,G920,BK-WHT-GD-RCS,14,17,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Westfield School,Blazer - Boys (With Logo),1UA,BK,25,30,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Westfield School,Blazer - Girls (With Logo),1UJ,BK,25,30,"<b>This is a Non-Exchangeable & Non-Refundable product.</b><br/> LIMITED OFFER, ITEMS ARE AVAILABLE ON A FIRST COME FIRST SERVE BASIS* TILL STOCK LAST."
Senior,Westfield School,Spirit Unisex Polo,G920,BK-BK-WHT-WESTF,11.2,13.6,
Senior,Westfield School,Spirit Girl's Polo,G925,BK-BK-WHT-WESTF,11.2,13.6,
Senior,Springwell Community College,Falcon T Shirt,ZR10,BK-BK-WHT,14,17,
Senior,Springwell Community College,Falcon Girls Polo Shirt,ZR25,BK-BK-WHT,16.5,20,
Senior,Springwell Community College,Falcon Full Zip Jacket,ZR46,BK-BK-WHT,25,30,
Senior,Stocksbridge High School,Pinders Acrylic Cardigan (with stripe),PACS,GY-BY-SHS,15,21.5,38
Senior,Stocksbridge High School,Pinders Acrylic Jumper (with stripe),PAJS,GY-BY-SHS,14,20.5,Acrylic Jumper With Stripe
Junior,Hatfield Academy,Drawstring Bag,SH5890,BK,3,0,
Junior,Hatfield Academy,PE T-Shirt (With Logo),3TC,WHT,4.5,0,
Junior,Prince Edward,Sweatshirt (With Logo),3SR,BY,8.5,0,
Junior,Prince Edward,Fleece (With Logo),3JP,BY,16,0,<b style=color:#ff0000;>Made to order only. This is a Non-Exchangeable & Non-Refundable product.</b>
Junior,Prince Edward,Bookbag,BB03,BY,4.5,0,
Junior,Prince Edward,Document Case,DC01,BY,9,0,
Junior,Prince Edward,PE T-Shirt (With Logo),3TC,WHT,4.5,0,
